,Selection ID,Best Back Price,Best Back Size,Best Lay Price,Best Lay Size,Last Price Traded,Total Matched,Status,Removal Date,Adjustment Factor
0,43653365,5.7,6.21,17.0,5.34,16.5,42.02,ACTIVE,,
1,47017083,1.63,34.19,1.98,10.01,,0.0,ACTIVE,,
2,40762513,16.5,5.5,65.0,5.14,,0.0,ACTIVE,,
3,38214962,15.5,13.17,60.0,5.16,,0.0,ACTIVE,,
4,41286638,9.4,6.59,27.0,6.74,,0.0,ACTIVE,,
5,39787308,38.0,6.75,440.0,7.03,280.0,4.66,ACTIVE,,
6,40733455,4.6,34.17,9.0,5.64,4.7,83.95,ACTIVE,,
7,42324350,8.6,6.66,25.0,7.54,,0.0,ACTIVE,,
0,43653365,5.7,6.21,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.63,34.19,1.98,10.01,,0.0,ACTIVE,,
2,40762513,16.5,5.5,65.0,5.14,,0.0,ACTIVE,,
3,38214962,15.5,13.17,60.0,5.16,,0.0,ACTIVE,,
4,41286638,9.4,6.59,27.0,6.74,,0.0,ACTIVE,,
5,39787308,38.0,6.75,440.0,7.03,280.0,4.66,ACTIVE,,
6,40733455,4.6,34.17,9.0,5.64,4.7,83.95,ACTIVE,,
7,42324350,8.6,6.66,25.0,7.54,,0.0,ACTIVE,,
0,43653365,5.8,7.91,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.63,34.19,1.98,10.01,,0.0,ACTIVE,,
2,40762513,16.5,8.98,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.0,8.99,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,6.59,28.0,9.2,,0.0,ACTIVE,,
5,39787308,40.0,5.24,440.0,7.03,280.0,4.66,ACTIVE,,
6,40733455,4.6,34.17,8.8,7.35,4.7,83.95,ACTIVE,,
7,42324350,9.0,5.67,25.0,7.54,,0.0,ACTIVE,,
0,43653365,6.0,10.58,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.63,34.19,1.98,10.01,,0.0,ACTIVE,,
2,40762513,16.5,8.98,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.0,8.99,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,5.68,28.0,9.2,,0.0,ACTIVE,,
5,39787308,40.0,5.24,440.0,7.03,280.0,4.66,ACTIVE,,
6,40733455,4.6,34.17,8.8,6.89,4.7,83.95,ACTIVE,,
7,42324350,8.4,19.37,25.0,7.54,,0.0,ACTIVE,,
0,43653365,6.2,7.91,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.63,34.19,1.98,10.01,,0.0,ACTIVE,,
2,40762513,16.5,8.98,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.0,8.99,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.16,28.0,9.2,,0.0,ACTIVE,,
5,39787308,40.0,5.24,440.0,7.03,280.0,4.66,ACTIVE,,
6,40733455,4.6,34.17,8.4,7.64,4.7,83.95,ACTIVE,,
7,42324350,8.8,5.38,25.0,7.54,,0.0,ACTIVE,,
0,43653365,6.4,8.57,19.0,14.26,16.5,42.02,ACTIVE,,
1,47017083,1.63,34.19,1.98,10.01,,0.0,ACTIVE,,
2,40762513,16.5,8.98,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.0,8.99,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.16,28.0,9.2,,0.0,ACTIVE,,
5,39787308,40.0,5.24,440.0,7.03,280.0,4.66,ACTIVE,,
6,40733455,4.6,34.17,8.4,7.64,4.7,83.95,ACTIVE,,
7,42324350,9.0,7.86,25.0,7.54,,0.0,ACTIVE,,
0,43653365,6.6,7.33,19.0,14.26,16.5,42.02,ACTIVE,,
1,47017083,1.63,56.88,1.98,10.01,,0.0,ACTIVE,,
2,40762513,16.5,8.98,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.0,8.99,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.16,28.0,9.2,,0.0,ACTIVE,,
5,39787308,40.0,5.24,440.0,7.03,280.0,4.66,ACTIVE,,
6,40733455,4.6,34.17,8.4,7.64,4.7,83.95,ACTIVE,,
7,42324350,9.0,7.86,25.0,7.54,,0.0,ACTIVE,,
0,43653365,6.0,14.96,19.0,14.26,16.5,42.02,ACTIVE,,
1,47017083,1.63,56.88,1.98,10.01,,0.0,ACTIVE,,
2,40762513,16.5,8.98,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.0,8.99,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.16,27.0,7.18,,0.0,ACTIVE,,
5,39787308,40.0,5.24,440.0,7.03,280.0,4.66,ACTIVE,,
6,40733455,4.6,34.17,8.4,7.64,4.7,83.95,ACTIVE,,
7,42324350,9.0,7.86,25.0,7.54,,0.0,ACTIVE,,
0,43653365,7.0,9.15,19.0,14.26,16.5,42.02,ACTIVE,,
1,47017083,1.63,56.88,1.98,10.01,,0.0,ACTIVE,,
2,40762513,17.0,12.49,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.0,8.99,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.16,27.0,7.18,,0.0,ACTIVE,,
5,39787308,40.0,5.24,440.0,7.03,280.0,4.66,ACTIVE,,
6,40733455,4.6,34.17,8.4,7.64,4.7,83.95,ACTIVE,,
7,42324350,8.8,5.38,25.0,7.54,,0.0,ACTIVE,,
0,43653365,7.0,9.15,19.0,14.26,16.5,42.02,ACTIVE,,
1,47017083,1.63,56.88,1.98,10.01,,0.0,ACTIVE,,
2,40762513,16.5,7.13,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.0,8.99,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.16,27.0,7.18,,0.0,ACTIVE,,
5,39787308,40.0,5.24,440.0,7.03,280.0,4.66,ACTIVE,,
6,40733455,4.6,34.17,8.4,7.64,4.7,83.95,ACTIVE,,
7,42324350,8.4,19.37,25.0,7.54,,0.0,ACTIVE,,
0,43653365,5.3,13.14,19.0,14.26,16.5,42.02,ACTIVE,,
1,47017083,1.64,130.26,1.98,10.01,,0.0,ACTIVE,,
2,40762513,16.5,7.13,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.0,8.99,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.16,27.0,7.18,,0.0,ACTIVE,,
5,39787308,40.0,5.24,440.0,7.03,280.0,4.66,ACTIVE,,
6,40733455,4.6,34.17,10.0,7.18,4.7,83.95,ACTIVE,,
7,42324350,9.0,7.86,25.0,7.54,,0.0,ACTIVE,,
0,43653365,5.5,7.15,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.64,130.26,1.98,10.01,,0.0,ACTIVE,,
2,40762513,16.0,11.31,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.0,5.51,60.0,5.16,,0.0,ACTIVE,,
4,41286638,9.6,5.68,28.0,5.72,,0.0,ACTIVE,,
5,39787308,38.0,6.75,440.0,7.03,280.0,4.66,ACTIVE,,
6,40733455,4.6,34.17,10.0,7.64,4.7,83.95,ACTIVE,,
7,42324350,8.8,5.38,25.0,7.54,,0.0,ACTIVE,,
0,43653365,5.5,10.1,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.58,130.26,1.98,10.01,,0.0,ACTIVE,,
2,40762513,16.0,11.31,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.0,5.51,60.0,5.16,,0.0,ACTIVE,,
4,41286638,9.6,5.68,28.0,5.72,,0.0,ACTIVE,,
5,39787308,38.0,6.75,440.0,7.03,280.0,4.66,ACTIVE,,
6,40733455,4.6,34.17,10.0,7.64,4.7,83.95,ACTIVE,,
7,42324350,8.8,5.38,25.0,7.54,,0.0,ACTIVE,,
0,43653365,5.7,6.11,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.6,5.08,1.98,10.01,,0.0,ACTIVE,,
2,40762513,16.0,11.46,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,5.16,,0.0,ACTIVE,,
4,41286638,9.6,5.98,28.0,5.72,,0.0,ACTIVE,,
5,39787308,38.0,6.81,440.0,7.03,280.0,4.66,ACTIVE,,
6,40733455,4.7,8.36,10.0,7.64,4.7,92.72,ACTIVE,,
7,42324350,8.8,5.68,25.0,7.54,,0.0,ACTIVE,,
0,43653365,5.9,10.65,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.6,5.08,1.98,10.01,,0.0,ACTIVE,,
2,40762513,16.0,11.46,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,5.16,,0.0,ACTIVE,,
4,41286638,9.6,5.98,28.0,5.72,,0.0,ACTIVE,,
5,39787308,38.0,6.81,440.0,7.03,280.0,4.66,ACTIVE,,
6,40733455,4.7,8.36,10.0,7.64,4.7,92.72,ACTIVE,,
7,42324350,8.8,5.68,25.0,7.54,,0.0,ACTIVE,,
0,43653365,6.0,7.91,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.6,5.08,1.98,10.01,,0.0,ACTIVE,,
2,40762513,16.0,11.46,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,5.16,,0.0,ACTIVE,,
4,41286638,9.6,5.98,28.0,5.72,,0.0,ACTIVE,,
5,39787308,38.0,6.81,440.0,6.62,300.0,5.48,ACTIVE,,
6,40733455,4.7,8.36,9.6,7.09,4.7,92.72,ACTIVE,,
7,42324350,8.8,5.68,25.0,7.54,,0.0,ACTIVE,,
0,43653365,6.2,5.63,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.6,5.08,1.98,10.01,,0.0,ACTIVE,,
2,40762513,16.0,11.46,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,5.16,,0.0,ACTIVE,,
4,41286638,9.6,5.98,28.0,5.72,,0.0,ACTIVE,,
5,39787308,38.0,6.81,440.0,6.62,300.0,5.48,ACTIVE,,
6,40733455,4.7,8.36,9.4,5.64,4.7,92.72,ACTIVE,,
7,42324350,8.8,5.68,25.0,7.54,,0.0,ACTIVE,,
0,43653365,5.9,15.42,19.0,14.26,16.5,42.02,ACTIVE,,
1,47017083,1.6,5.08,1.98,10.01,,0.0,ACTIVE,,
2,40762513,16.0,11.46,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,5.16,,0.0,ACTIVE,,
4,41286638,9.6,5.98,28.0,5.72,,0.0,ACTIVE,,
5,39787308,38.0,6.81,440.0,6.62,300.0,5.48,ACTIVE,,
6,40733455,4.7,8.36,9.2,7.64,4.7,92.72,ACTIVE,,
7,42324350,8.8,5.68,25.0,7.54,,0.0,ACTIVE,,
0,43653365,6.6,8.67,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.63,27.64,1.98,10.01,,0.0,ACTIVE,,
2,40762513,18.0,7.28,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.46,28.0,9.2,,0.0,ACTIVE,,
5,39787308,40.0,5.29,440.0,6.62,300.0,5.48,ACTIVE,,
6,40733455,4.7,8.36,9.2,7.64,4.7,92.72,ACTIVE,,
7,42324350,9.2,5.98,25.0,7.54,,0.0,ACTIVE,,
0,43653365,7.0,8.57,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.63,27.64,1.98,10.01,,0.0,ACTIVE,,
2,40762513,18.0,7.28,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.46,28.0,9.2,,0.0,ACTIVE,,
5,39787308,40.0,5.29,440.0,6.62,300.0,5.48,ACTIVE,,
6,40733455,4.7,8.36,9.2,7.64,4.7,92.72,ACTIVE,,
7,42324350,8.4,19.68,25.0,7.54,,0.0,ACTIVE,,
0,43653365,7.2,7.33,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.63,27.64,1.98,10.01,,0.0,ACTIVE,,
2,40762513,18.0,7.28,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.46,28.0,9.2,,0.0,ACTIVE,,
5,39787308,40.0,5.29,440.0,6.62,300.0,5.48,ACTIVE,,
6,40733455,4.7,8.36,9.2,7.64,4.7,92.72,ACTIVE,,
7,42324350,8.6,6.07,25.0,7.54,,0.0,ACTIVE,,
0,43653365,7.0,12.95,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.63,27.64,1.98,10.01,,0.0,ACTIVE,,
2,40762513,18.0,7.28,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.46,28.0,9.2,,0.0,ACTIVE,,
5,39787308,40.0,5.29,440.0,6.62,300.0,5.48,ACTIVE,,
6,40733455,4.7,8.36,9.0,8.31,4.7,92.72,ACTIVE,,
7,42324350,8.6,6.07,25.0,7.54,,0.0,ACTIVE,,
0,43653365,7.0,13.35,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.63,27.64,1.98,10.01,,0.0,ACTIVE,,
2,40762513,18.0,7.28,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.46,28.0,9.2,,0.0,ACTIVE,,
5,39787308,40.0,5.29,440.0,6.62,300.0,5.48,ACTIVE,,
6,40733455,4.6,29.79,9.0,8.31,4.7,109.44,ACTIVE,,
7,42324350,9.0,7.86,25.0,7.54,,0.0,ACTIVE,,
0,43653365,7.4,5.36,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.63,27.64,1.98,21.51,,0.0,ACTIVE,,
2,40762513,18.0,7.28,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.46,27.0,7.18,,0.0,ACTIVE,,
5,39787308,40.0,5.29,440.0,6.62,300.0,5.48,ACTIVE,,
6,40733455,4.6,29.79,8.4,7.64,4.7,109.44,ACTIVE,,
7,42324350,9.0,7.86,25.0,7.54,,0.0,ACTIVE,,
0,43653365,7.6,8.86,19.0,14.26,16.5,42.02,ACTIVE,,
1,47017083,1.64,5.07,1.98,21.51,,0.0,ACTIVE,,
2,40762513,18.0,7.28,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.46,27.0,7.18,,0.0,ACTIVE,,
5,39787308,40.0,5.29,440.0,6.62,300.0,5.48,ACTIVE,,
6,40733455,4.6,15.21,8.4,7.64,4.6,138.64,ACTIVE,,
7,42324350,9.0,8.17,25.0,7.54,,0.0,ACTIVE,,
0,43653365,7.6,8.86,19.0,14.26,16.5,42.02,ACTIVE,,
1,47017083,1.64,5.07,1.98,21.51,,0.0,ACTIVE,,
2,40762513,18.0,7.28,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.46,27.0,7.18,,0.0,ACTIVE,,
5,39787308,40.0,5.29,440.0,6.62,300.0,5.48,ACTIVE,,
6,40733455,4.6,15.21,8.2,5.04,4.6,138.64,ACTIVE,,
7,42324350,9.0,8.17,25.0,7.54,,0.0,ACTIVE,,
0,43653365,5.4,6.6,19.0,14.26,16.5,42.02,ACTIVE,,
1,47017083,1.64,5.07,1.98,21.51,,0.0,ACTIVE,,
2,40762513,18.0,7.28,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.46,27.0,7.18,,0.0,ACTIVE,,
5,39787308,40.0,5.29,440.0,6.62,300.0,5.48,ACTIVE,,
6,40733455,4.6,29.81,8.2,5.04,4.6,138.64,ACTIVE,,
7,42324350,9.4,5.07,25.0,7.54,,0.0,ACTIVE,,
0,43653365,5.5,7.55,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.64,5.07,1.98,21.51,,0.0,ACTIVE,,
2,40762513,18.0,7.28,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.46,27.0,7.18,,0.0,ACTIVE,,
5,39787308,40.0,5.29,440.0,6.62,300.0,5.48,ACTIVE,,
6,40733455,4.6,29.81,8.2,5.04,4.6,138.64,ACTIVE,,
7,42324350,8.8,9.16,25.0,7.54,,0.0,ACTIVE,,
0,43653365,5.7,5.16,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.64,5.07,1.98,21.51,,0.0,ACTIVE,,
2,40762513,18.0,7.28,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.46,27.0,7.18,,0.0,ACTIVE,,
5,39787308,40.0,5.29,440.0,6.62,300.0,5.48,ACTIVE,,
6,40733455,4.6,29.81,8.2,5.04,4.6,138.64,ACTIVE,,
7,42324350,9.0,8.17,25.0,7.54,,0.0,ACTIVE,,
0,43653365,5.7,8.96,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.64,5.07,1.98,21.51,,0.0,ACTIVE,,
2,40762513,18.0,7.28,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.46,27.0,7.18,,0.0,ACTIVE,,
5,39787308,40.0,5.29,440.0,6.62,300.0,5.48,ACTIVE,,
6,40733455,4.6,29.81,8.0,11.64,4.6,138.64,ACTIVE,,
7,42324350,9.0,8.17,25.0,7.54,,0.0,ACTIVE,,
0,43653365,5.9,11.81,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.64,5.07,1.98,21.51,,0.0,ACTIVE,,
2,40762513,18.0,7.28,65.0,5.14,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,8.64,,0.0,ACTIVE,,
4,41286638,9.6,9.46,27.0,7.18,,0.0,ACTIVE,,
5,39787308,40.0,5.29,440.0,6.62,300.0,5.48,ACTIVE,,
6,40733455,4.6,29.81,8.0,11.64,4.6,138.64,ACTIVE,,
7,42324350,9.0,8.17,25.0,7.54,,0.0,ACTIVE,,
0,43653365,6.2,5.36,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.64,5.07,1.98,21.51,,0.0,ACTIVE,,
2,40762513,18.0,7.28,65.0,5.86,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,9.35,,0.0,ACTIVE,,
4,41286638,9.6,9.46,27.0,7.18,,0.0,ACTIVE,,
5,39787308,40.0,5.29,440.0,7.34,300.0,5.48,ACTIVE,,
6,40733455,4.6,29.81,8.0,14.95,4.6,138.64,ACTIVE,,
7,42324350,9.0,8.17,25.0,7.54,,0.0,ACTIVE,,
0,43653365,6.2,5.36,17.0,5.3,16.5,42.02,ACTIVE,,
1,47017083,1.64,5.07,1.98,21.51,,0.0,ACTIVE,,
2,40762513,18.0,7.28,65.0,5.86,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,9.35,,0.0,ACTIVE,,
4,41286638,9.6,9.46,27.0,7.18,,0.0,ACTIVE,,
5,39787308,40.0,5.29,440.0,7.34,300.0,5.48,ACTIVE,,
6,40733455,4.6,29.81,8.0,14.95,4.6,138.64,ACTIVE,,
7,42324350,9.0,8.17,25.0,7.54,,0.0,ACTIVE,,
0,43653365,6.4,5.41,19.0,14.26,16.5,42.02,ACTIVE,,
1,47017083,1.64,5.07,1.98,21.51,,0.0,ACTIVE,,
2,40762513,18.0,7.28,65.0,5.86,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,9.35,,0.0,ACTIVE,,
4,41286638,9.6,9.46,27.0,7.18,,0.0,ACTIVE,,
5,39787308,40.0,5.29,440.0,7.34,300.0,5.48,ACTIVE,,
6,40733455,4.6,29.81,8.0,14.95,4.6,138.64,ACTIVE,,
7,42324350,8.6,6.08,25.0,7.54,,0.0,ACTIVE,,
0,43653365,6.6,6.02,19.0,14.26,16.5,42.02,ACTIVE,,
1,47017083,1.64,5.07,1.98,21.51,,0.0,ACTIVE,,
2,40762513,18.0,7.28,65.0,5.86,,0.0,ACTIVE,,
3,38214962,16.5,5.13,60.0,9.35,,0.0,ACTIVE,,
4,41286638,9.6,9.46,27.0,7.18,,0.0,ACTIVE,,
5,39787308,40.0,5.29,440.0,7.34,300.0,5.48,ACTIVE,,
6,40733455,4.6,29.81,8.0,14.95,4.6,138.64,ACTIVE,,
7,42324350,9.0,8.17,25.0,7.54,,0.0,ACTIVE,,
0,43653365,6.8,9.21,19.0,14.26,16.5,42.02,ACTIVE,,
1,47017083,1.64,5.07,1.98,21.51,,0.0,ACTIVE,,
2,40762513,16.5,11.91,65.0,5.86,,0.0,ACTIVE,,
3,38214962,15.5,9.64,60.0,5.87,,0.0,ACTIVE,,
4,41286638,9.6,6.85,27.0,7.18,,0.0,ACTIVE,,
5,39787308,38.0,6.83,440.0,7.34,300.0,5.48,ACTIVE,,
6,40733455,4.6,29.81,8.6,7.85,4.6,138.64,ACTIVE,,
7,42324350,8.4,16.21,25.0,7.54,,0.0,ACTIVE,,
0,43653365,6.8,13.6,19.0,14.26,16.5,42.02,ACTIVE,,
1,47017083,1.64,5.07,1.98,21.51,,0.0,ACTIVE,,
2,40762513,16.5,11.91,65.0,5.86,,0.0,ACTIVE,,
3,38214962,16.0,5.63,60.0,5.87,,0.0,ACTIVE,,
4,41286638,9.6,6.85,28.0,5.72,,0.0,ACTIVE,,
5,39787308,38.0,6.83,440.0,7.34,300.0,5.47,ACTIVE,,
6,40733455,4.6,29.81,10.0,11.64,4.6,138.64,ACTIVE,,
7,42324350,8.6,5.68,25.0,7.54,,0.0,ACTIVE,,
0,43653365,6.8,13.6,19.0,14.26,16.5,42.02,ACTIVE,,
1,47017083,1.64,5.07,1.98,21.51,,0.0,ACTIVE,,
2,40762513,16.5,11.91,65.0,5.86,,0.0,ACTIVE,,
3,38214962,16.0,5.63,60.0,5.87,,0.0,ACTIVE,,
4,41286638,9.6,6.85,28.0,5.72,,0.0,ACTIVE,,
5,39787308,38.0,6.83,440.0,7.34,300.0,5.47,ACTIVE,,
6,40733455,4.6,29.81,10.0,14.97,4.6,138.64,ACTIVE,,
7,42324350,8.6,5.68,25.0,7.54,,0.0,ACTIVE,,
0,43653365,6.8,13.6,19.0,10.96,17.0,48.62,ACTIVE,,
1,47017083,1.64,5.07,1.98,21.51,,0.0,ACTIVE,,
2,40762513,16.5,11.91,65.0,5.86,,0.0,ACTIVE,,
3,38214962,16.0,5.63,60.0,5.87,,0.0,ACTIVE,,
4,41286638,9.6,6.85,28.0,5.72,,0.0,ACTIVE,,
5,39787308,38.0,6.83,440.0,6.97,340.0,6.21,ACTIVE,,
6,40733455,4.6,29.81,10.0,14.97,4.6,138.64,ACTIVE,,
7,42324350,8.6,5.68,25.0,7.54,,0.0,ACTIVE,,
0,43653365,7.0,5.36,19.0,10.96,17.0,48.62,ACTIVE,,
1,47017083,1.64,5.07,1.98,21.51,,0.0,ACTIVE,,
2,40762513,16.5,11.91,65.0,5.86,,0.0,ACTIVE,,
3,38214962,16.0,5.63,60.0,5.87,,0.0,ACTIVE,,
4,41286638,9.6,6.85,28.0,5.72,,0.0,ACTIVE,,
5,39787308,38.0,6.83,440.0,6.97,340.0,6.21,ACTIVE,,
6,40733455,4.6,29.81,10.0,14.97,4.6,138.64,ACTIVE,,
7,42324350,8.6,5.68,25.0,7.54,,0.0,ACTIVE,,
0,43653365,7.4,12.14,19.0,12.96,17.0,48.62,ACTIVE,,
1,47017083,1.64,5.07,1.98,21.51,,0.0,ACTIVE,,
2,40762513,16.5,11.91,65.0,5.86,,0.0,ACTIVE,,
3,38214962,16.0,5.63,60.0,5.87,,0.0,ACTIVE,,
4,41286638,9.6,6.85,28.0,5.72,,0.0,ACTIVE,,
5,39787308,38.0,6.55,440.0,6.97,340.0,6.21,ACTIVE,,
6,40733455,4.6,29.81,10.0,14.97,4.6,138.64,ACTIVE,,
7,42324350,8.6,6.97,25.0,7.54,,0.0,ACTIVE,,
0,43653365,7.6,8.42,19.0,12.96,17.0,48.62,ACTIVE,,
1,47017083,1.63,58.49,1.98,21.51,,0.0,ACTIVE,,
2,40762513,16.5,11.91,65.0,5.86,,0.0,ACTIVE,,
